Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1145370,-,-,-,38.89,-77.02,-5,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2024,1,1,0,30,0,0,0,1.6,1.6,1014,100,216,1.4000000000000001,0.14,0,0,0
2024,1,1,1,30,0,0,0,1.2000000000000002,1.2000000000000002,1014,100,231,1.2000000000000002,0.14,0,0,0
2024,1,1,2,30,0,0,0,0.9,0.9,1014,100,256,1.1,0.14,0,0,0
2024,1,1,3,30,0,0,0,0.9,0.9,1013,100,286,1.1,0.14,0,0,0
2024,1,1,4,30,0,0,0,1.2000000000000002,1.2000000000000002,1014,100,309,1.3,0.14,0,0,0
2024,1,1,5,30,0,0,0,1.2000000000000002,1.5,1014,97.89,320,1.6,0.14,0,0,0
2024,1,1,6,30,0,0,0,1.3,1.8,1015,96.42,323,1.9000000000000001,0.14,0,0,0
2024,1,1,7,30,9,3,3,1.4000000000000001,2.7,1015,91.25,320,2.5,0.14,6,22,6
2024,1,1,8,30,64,81,91,1.9000000000000001,4,1016,86.37,315,3.1,0.14,61,368,121
2024,1,1,9,30,7,85,87,2.2,5.1000000000000005,1016,81.61,315,3.6,0.14,83,612,268
2024,1,1,10,30,0,27,27,1.9000000000000001,5.9,1016,75.43,321,3.9000000000000004,0.14,89,744,389
2024,1,1,11,30,0,46,46,1.7000000000000002,6.2,1016,72.73,325,3.8000000000000003,0.14,100,771,455
2024,1,1,12,30,0,45,45,1.8,6.2,1016,73.3,324,3.4000000000000004,0.14,104,769,465
2024,1,1,13,30,0,37,37,1.9000000000000001,6.1000000000000005,1016,74.57000000000001,322,3.1,0.14,103,728,416
2024,1,1,14,30,0,34,34,2,5.6000000000000005,1016,77.91,316,2.9000000000000004,0.14,96,634,315
2024,1,1,15,30,0,11,11,2.3000000000000003,4.7,1017,84.22,308,2.5,0.14,76,453,176
2024,1,1,16,30,121,30,38,2.4000000000000004,3.9000000000000004,1017,90.14,301,2.4000000000000004,0.14,30,121,38
2024,1,1,17,30,0,0,0,2.2,3.3000000000000003,1017,92.54,300,2.7,0.14,0,0,0
2024,1,1,18,30,0,0,0,1.9000000000000001,2.9000000000000004,1017,93.17,303,2.9000000000000004,0.14,0,0,0
2024,1,1,19,30,0,0,0,1.7000000000000002,2.7,1018,93.05,312,3.1,0.14,0,0,0
2024,1,1,20,30,0,0,0,1.6,2.6,1018,93.10000000000001,324,3.3000000000000003,0.14,0,0,0
2024,1,1,21,30,0,0,0,1.6,2.6,1018,93.18,332,3.3000000000000003,0.14,0,0,0
2024,1,1,22,30,0,0,0,1.6,2.4000000000000004,1018,94.17,338,3.3000000000000003,0.14,0,0,0
2024,1,1,23,30,0,0,0,1.3,2.1,1018,94.67,342,3.4000000000000004,0.14,0,0,0
2024,1,2,0,30,0,0,0,1,1.7000000000000002,1019,95.22,345,3.3000000000000003,0.14,0,0,0
2024,1,2,1,30,0,0,0,0.6000000000000001,1.2000000000000002,1019,95.77,343,3,0.14,0,0,0
2024,1,2,2,30,0,0,0,0.2,0.6000000000000001,1020,97.18,336,2.9000000000000004,0.14,0,0,0
2024,1,2,3,30,0,0,0,-0.2,-0.1,1020,98.97,328,2.8000000000000003,0.14,0,0,0
2024,1,2,4,30,0,0,0,-0.8,-0.6000000000000001,1020,98.74000000000001,321,2.8000000000000003,0.14,0,0,0
2024,1,2,5,30,0,0,0,-1.3,-1,1020,97.96000000000001,317,2.8000000000000003,0.14,0,0,0
2024,1,2,6,30,0,0,0,-1.8,-1.3,1021,96.26,316,2.8000000000000003,0.14,0,0,0
2024,1,2,7,30,73,7,7,-2.2,-0.4,1021,87.5,317,3.2,0.14,7,73,7
2024,1,2,8,30,260,49,92,-1.6,1.6,1021,79.06,321,4,0.14,41,594,138
2024,1,2,9,30,2,110,111,-1.8,3.3000000000000003,1021,69.33,327,4.4,0.14,57,783,293
2024,1,2,10,30,15,176,182,-2.3000000000000003,4.4,1020,61.72,327,4.3,0.14,65,868,415
2024,1,2,11,30,877,75,479,-2.4000000000000004,5.300000000000001,1019,57.7,320,4.1000000000000005,0.14,68,903,484
2024,1,2,12,30,910,67,495,-2.3000000000000003,6,1018,55.38,312,4,0.14,67,910,495
2024,1,2,13,30,890,63,448,-2.1,6.4,1018,54.67,306,3.9000000000000004,0.14,63,890,448
2024,1,2,14,30,833,57,346,-1.8,6.4,1017,55.86,303,3.4000000000000004,0.14,57,833,346
2024,1,2,15,30,706,45,202,-0.9,4.9,1017,66.22,301,2.3000000000000003,0.14,45,706,202
2024,1,2,16,30,397,23,50,0.1,2.7,1017,82.9,300,1.6,0.14,23,397,50
2024,1,2,17,30,0,0,0,-1.3,1.5,1018,81.46000000000001,300,1.6,0.14,0,0,0
2024,1,2,18,30,0,0,0,-1.7000000000000002,0.9,1018,82.74,301,1.7000000000000002,0.14,0,0,0
2024,1,2,19,30,0,0,0,-1.9000000000000001,0.30000000000000004,1018,85.11,303,1.8,0.14,0,0,0
2024,1,2,20,30,0,0,0,-2.1,-0.30000000000000004,1018,87.9,305,1.9000000000000001,0.14,0,0,0
2024,1,2,21,30,0,0,0,-2.3000000000000003,-1,1018,91.02,306,1.9000000000000001,0.14,0,0,0
2024,1,2,22,30,0,0,0,-2.6,-1.5,1018,92.5,304,1.7000000000000002,0.14,0,0,0
2024,1,2,23,30,0,0,0,-2.8000000000000003,-1.8,1018,93.03,302,1.7000000000000002,0.14,0,0,0
2024,1,3,0,30,0,0,0,-2.9000000000000004,-1.9000000000000001,1018,92.97,298,1.7000000000000002,0.14,0,0,0
2024,1,3,1,30,0,0,0,-2.9000000000000004,-1.8,1018,92.41,295,1.6,0.14,0,0,0
2024,1,3,2,30,0,0,0,-2.9000000000000004,-1.8,1018,92.5,292,1.6,0.14,0,0,0
2024,1,3,3,30,0,0,0,-2.9000000000000004,-1.9000000000000001,1018,93.18,287,1.5,0.14,0,0,0
2024,1,3,4,30,0,0,0,-2.9000000000000004,-2,1018,93.78,284,1.5,0.14,0,0,0
2024,1,3,5,30,0,0,0,-3,-2.1,1018,93.85000000000001,281,1.4000000000000001,0.14,0,0,0
2024,1,3,6,30,0,0,0,-2.9000000000000004,-1.8,1018,91.87,279,1.4000000000000001,0.14,0,0,0
2024,1,3,7,30,77,7,7,-2.9000000000000004,-0.4,1018,83.25,275,1.7000000000000002,0.14,7,77,7
2024,1,3,8,30,232,56,94,-1.8,2,1019,76.14,274,2.1,0.14,39,605,138
2024,1,3,9,30,784,55,292,-1.7000000000000002,4.3,1019,65.11,288,2.2,0.14,55,784,292
2024,1,3,10,30,864,62,411,-1.8,5.9,1018,57.63,301,1.8,0.14,62,864,411
2024,1,3,11,30,604,141,420,-1.9000000000000001,6.9,1017,53.32,288,1.3,0.14,66,899,482
2024,1,3,12,30,732,115,461,-1.9000000000000001,7.5,1015,51.24,257,1.1,0.14,69,900,494
2024,1,3,13,30,384,179,346,-1.7000000000000002,7.800000000000001,1015,51,233,1.3,0.14,68,867,444
2024,1,3,14,30,568,105,304,-1.1,7.300000000000001,1015,55.39,216,1.2000000000000002,0.14,63,798,342
2024,1,3,15,30,181,113,154,2,5.7,1015,76.84,196,1,0.14,52,659,200
2024,1,3,16,30,0,7,7,1.3,4.1000000000000005,1015,82.07000000000001,185,1.2000000000000002,0.14,26,326,49
2024,1,3,17,30,0,0,0,0.8,3.5,1015,82.37,179,1.3,0.14,0,0,0
2024,1,3,18,30,0,0,0,0.8,3.1,1014,84.77,177,1.4000000000000001,0.14,0,0,0
2024,1,3,19,30,0,0,0,0.8,2.8000000000000003,1014,86.72,181,1.6,0.14,0,0,0
2024,1,3,20,30,0,0,0,1,2.6,1014,89.14,190,1.6,0.14,0,0,0
2024,1,3,21,30,0,0,0,1.1,2.3000000000000003,1014,91.85000000000001,201,1.4000000000000001,0.14,0,0,0
2024,1,3,22,30,0,0,0,1.1,2.1,1014,93.31,214,1.3,0.14,0,0,0
2024,1,3,23,30,0,0,0,1.2000000000000002,2,1013,94.22,232,1.2000000000000002,0.14,0,0,0
2024,1,4,0,30,0,0,0,1.2000000000000002,2,1013,94.4,254,1.1,0.14,0,0,0
2024,1,4,1,30,0,0,0,1.1,1.8,1013,95.27,277,1.1,0.14,0,0,0
2024,1,4,2,30,0,0,0,0.9,1.6,1013,95.41,298,1.2000000000000002,0.14,0,0,0
2024,1,4,3,30,0,0,0,0.6000000000000001,1.4000000000000001,1012,94.39,314,1.6,0.14,0,0,0
2024,1,4,4,30,0,0,0,0.2,1.2000000000000002,1013,93.32000000000001,320,2,0.14,0,0,0
2024,1,4,5,30,0,0,0,-0.1,0.7000000000000001,1013,94.04,320,2.3000000000000003,0.14,0,0,0
2024,1,4,6,30,0,0,0,-0.7000000000000001,0,1014,95.02,320,2.5,0.14,0,0,0
2024,1,4,7,30,23,5,5,-1.2000000000000002,0.6000000000000001,1014,87.94,320,3.1,0.14,6,42,6
2024,1,4,8,30,1,19,19,-0.5,2.5,1015,80.46000000000001,321,3.7,0.14,51,483,130
2024,1,4,9,30,0,46,46,0.4,4.5,1016,74.75,324,4.3,0.14,72,696,283
2024,1,4,10,30,1,143,143,0.30000000000000004,5.800000000000001,1016,67.67,327,4.9,0.14,78,808,405
2024,1,4,11,30,2,175,176,-0.30000000000000004,6.2,1016,63.230000000000004,327,5.2,0.14,81,857,478
2024,1,4,12,30,2,178,179,-0.5,6.300000000000001,1016,61.550000000000004,328,5.5,0.14,83,862,492
2024,1,4,13,30,1,157,157,-0.8,6.2,1017,60.79,329,5.5,0.14,82,835,446
2024,1,4,14,30,23,156,164,-1.5,5.800000000000001,1018,59.25,329,5.4,0.14,72,787,349
2024,1,4,15,30,146,82,115,-2.3000000000000003,4.7,1019,60.33,328,4.9,0.14,53,689,210
2024,1,4,16,30,401,26,55,-2.7,3,1020,66.31,328,4.3,0.14,26,401,55
2024,1,4,17,30,0,0,0,-2.9000000000000004,1.4000000000000001,1021,73,328,4,0.14,0,0,0
2024,1,4,18,30,0,0,0,-3.4000000000000004,0.30000000000000004,1022,76.32000000000001,326,3.7,0.14,0,0,0
2024,1,4,19,30,0,0,0,-3.9000000000000004,-0.7000000000000001,1023,79.14,324,3.5,0.14,0,0,0
2024,1,4,20,30,0,0,0,-4.2,-1.5,1023,81.58,322,3.3000000000000003,0.14,0,0,0
2024,1,4,21,30,0,0,0,-4.5,-2.2,1023,84.01,321,3.1,0.14,0,0,0
2024,1,4,22,30,0,0,0,-4.7,-2.8000000000000003,1024,86.44,323,2.8000000000000003,0.14,0,0,0
2024,1,4,23,30,0,0,0,-4.9,-3.2,1024,88.22,326,2.6,0.14,0,0,0
2024,1,5,0,30,0,0,0,-5,-3.5,1024,89.5,333,2.4000000000000004,0.14,0,0,0
2024,1,5,1,30,0,0,0,-5.2,-3.7,1025,89.41,341,2.2,0.14,0,0,0
2024,1,5,2,30,0,0,0,-5.5,-3.9000000000000004,1025,88.46000000000001,345,2,0.14,0,0,0
2024,1,5,3,30,0,0,0,-5.7,-4,1025,87.81,344,2,0.14,0,0,0
2024,1,5,4,30,0,0,0,-5.7,-4.2,1026,89.27,340,1.8,0.14,0,0,0
2024,1,5,5,30,0,0,0,-5.800000000000001,-4.3,1026,89.47,337,1.6,0.14,0,0,0
2024,1,5,6,30,0,0,0,-5.9,-4.1000000000000005,1027,87.49,334,1.5,0.14,0,0,0
2024,1,5,7,30,92,8,8,-5.800000000000001,-2.9000000000000004,1027,80.14,332,1.8,0.14,8,92,8
2024,1,5,8,30,657,37,145,-5.6000000000000005,-0.9,1028,70.19,338,2.1,0.14,37,657,145
2024,1,5,9,30,829,52,303,-6.300000000000001,0.6000000000000001,1028,59.95,340,1.8,0.14,52,829,303
2024,1,5,10,30,907,59,427,-6.2,1.8,1027,55.370000000000005,318,1.4000000000000001,0.14,59,907,427
2024,1,5,11,30,925,66,496,-6,2.9000000000000004,1026,52.120000000000005,279,1.2000000000000002,0.14,62,942,500
2024,1,5,12,30,922,71,510,-5.6000000000000005,3.7,1025,50.68,246,1.6,0.14,64,946,514
2024,1,5,13,30,875,76,459,-5.2,4.2,1024,50.300000000000004,230,2,0.14,63,923,467
2024,1,5,14,30,744,83,346,-4.9,4,1023,52.36,223,1.8,0.14,57,867,364
2024,1,5,15,30,728,49,216,-2.7,2.3000000000000003,1023,69.54,209,1.4000000000000001,0.14,46,746,218
2024,1,5,16,30,437,26,59,-3.5,-0.1,1023,77.73,188,1.4000000000000001,0.14,26,437,59
2024,1,5,17,30,0,0,0,-5.1000000000000005,-1.2000000000000002,1023,74.56,183,1.5,0.14,0,0,0
2024,1,5,18,30,0,0,0,-4.800000000000001,-1.3,1023,77.09,189,1.7000000000000002,0.14,0,0,0
2024,1,5,19,30,0,0,0,-4.1000000000000005,-1.3,1023,81.48,192,1.9000000000000001,0.13,0,0,0
2024,1,5,20,30,0,0,0,-3.8000000000000003,-1.5,1022,84.44,194,1.9000000000000001,0.13,0,0,0
2024,1,5,21,30,0,0,0,-3.4000000000000004,-1.4000000000000001,1022,86.09,194,1.9000000000000001,0.13,0,0,0
2024,1,5,22,30,0,0,0,-2.9000000000000004,-1.1,1021,87.31,192,1.8,0.13,0,0,0
2024,1,5,23,30,0,0,0,-2.5,-0.9,1021,88.97,189,1.7000000000000002,0.13,0,0,0
2024,1,6,0,30,0,0,0,-2.2,-0.8,1020,90.15,184,1.6,0.13,0,0,0
2024,1,6,1,30,0,0,0,-2,-0.7000000000000001,1020,91.11,179,1.7000000000000002,0.13,0,0,0
2024,1,6,2,30,0,0,0,-1.7000000000000002,-0.6000000000000001,1020,92.29,176,1.8,0.13,0,0,0
2024,1,6,3,30,0,0,0,-1.5,-0.6000000000000001,1019,93.64,169,1.7000000000000002,0.13,0,0,0
2024,1,6,4,30,0,0,0,-1.3,-0.5,1018,94.34,157,1.8,0.13,0,0,0
2024,1,6,5,30,0,0,0,-1,-0.30000000000000004,1018,94.84,154,2,0.13,0,0,0
2024,1,6,6,30,0,0,0,-0.7000000000000001,0,1018,95.10000000000001,149,2.1,0.13,0,0,0
2024,1,6,7,30,0,1,1,-0.4,0.7000000000000001,1017,92.21000000000001,134,2.2,0.13,7,50,7
2024,1,6,8,30,0,16,16,0.1,1.6,1016,89.87,121,2.6,0.13,46,499,128
2024,1,6,9,30,0,17,17,0.7000000000000001,2.2,1015,89.86,112,3,0.13,69,669,272
2024,1,6,10,30,2,54,55,1.1,2.4000000000000004,1013,91.24,97,3.4000000000000004,0.13,83,747,387
2024,1,6,11,30,0,19,19,1.4000000000000001,2.4000000000000004,1011,93,79,3.9000000000000004,0.13,88,786,455
2024,1,6,12,30,0,14,14,1.5,2.4000000000000004,1009,93.91,67,4.3,0.13,85,805,470
2024,1,6,13,30,0,12,12,1.6,2.5,1007,93.62,62,4.6000000000000005,0.13,75,802,428
2024,1,6,14,30,0,12,12,1.7000000000000002,2.6,1006,94.07000000000001,61,4.800000000000001,0.13,62,763,334
2024,1,6,15,30,0,15,15,2,2.6,1004,95.81,64,4.4,0.13,49,641,198
2024,1,6,16,30,0,10,10,2.3000000000000003,2.7,1003,96.95,67,3.5,0.13,26,327,52
2024,1,6,17,30,0,0,0,2.6,3,1002,97.14,70,2.5,0.13,0,0,0
2024,1,6,18,30,0,0,0,3.1,3.2,1002,99.02,65,1.8,0.13,0,0,0
2024,1,6,19,30,0,0,0,3,3,1001,100,30,1.6,0.14,0,0,0
2024,1,6,20,30,0,0,0,2.7,2.7,1001,100,170,2.5,0.14,0,0,0
2024,1,6,21,30,0,0,0,2.1,2.1,1001,100,334,3.6,0.14,0,0,0
2024,1,6,22,30,0,0,0,1.4000000000000001,1.6,1002,98.43,319,4,0.14,0,0,0
2024,1,6,23,30,0,0,0,0.8,1.1,1003,97.67,308,3.9000000000000004,0.14,0,0,0
2024,1,7,0,30,0,0,0,0.30000000000000004,0.7000000000000001,1003,97.26,303,3.5,0.14,0,0,0
2024,1,7,1,30,0,0,0,-0.1,0.30000000000000004,1004,97.19,299,2.9000000000000004,0.14,0,0,0
2024,1,7,2,30,0,0,0,-0.6000000000000001,-0.30000000000000004,1004,97.76,295,2.5,0.14,0,0,0
2024,1,7,3,30,0,0,0,-1.3,-0.9,1003,97.17,290,2.3000000000000003,0.14,0,0,0
2024,1,7,4,30,0,0,0,-1.8,-1.4000000000000001,1004,96.96000000000001,283,2.2,0.14,0,0,0
2024,1,7,5,30,0,0,0,-2.2,-1.7000000000000002,1004,96.16,275,2.3000000000000003,0.14,0,0,0
2024,1,7,6,30,0,0,0,-2.5,-1.8,1004,94.93,267,2.5,0.14,0,0,0
2024,1,7,7,30,48,7,7,-2.4000000000000004,-0.8,1005,88.86,263,3.1,0.14,7,48,7
2024,1,7,8,30,329,49,103,-0.9,1,1005,86.87,263,3.6,0.14,47,509,131
2024,1,7,9,30,209,138,202,0.6000000000000001,2.8000000000000003,1006,85.31,264,3.6,0.14,63,722,283
2024,1,7,10,30,627,118,374,1.7000000000000002,4.5,1006,81.82000000000001,274,4.2,0.14,71,821,406
2024,1,7,11,30,568,154,420,2.1,5.9,1005,76.57000000000001,287,5,0.14,76,860,479
2024,1,7,12,30,490,181,416,2.1,6.6000000000000005,1006,72.93,292,5.300000000000001,0.14,80,857,491
2024,1,7,13,30,181,204,284,2.1,6.800000000000001,1006,72.07000000000001,293,5.2,0.14,82,818,444
2024,1,7,14,30,98,182,217,2.2,6.5,1007,73.8,293,4.800000000000001,0.14,79,730,341
2024,1,7,15,30,10,86,88,2.2,5.6000000000000005,1009,78.92,293,4.2,0.14,66,569,200
2024,1,7,16,30,1,19,19,2,4.6000000000000005,1011,83.31,291,4,0.14,32,246,52
2024,1,7,17,30,0,0,0,1.7000000000000002,4.1000000000000005,1012,84.24,290,4,0.14,0,0,0
2024,1,7,18,30,0,0,0,1.4000000000000001,3.3000000000000003,1014,87.64,289,3.8000000000000003,0.14,0,0,0
2024,1,7,19,30,0,0,0,0.8,2.3000000000000003,1015,89.56,288,3.4000000000000004,0.15,0,0,0
2024,1,7,20,30,0,0,0,0.1,1.5,1016,90.66,284,3.2,0.15,0,0,0
2024,1,7,21,30,0,0,0,-0.30000000000000004,0.8,1017,92.04,278,3,0.15,0,0,0
2024,1,7,22,30,0,0,0,-0.7000000000000001,0.4,1018,92.31,276,2.9000000000000004,0.15,0,0,0
2024,1,7,23,30,0,0,0,-0.9,0.1,1019,92.67,278,2.9000000000000004,0.15,0,0,0
2024,1,8,0,30,0,0,0,-1.2000000000000002,-0.30000000000000004,1020,93.46000000000001,283,2.8000000000000003,0.15,0,0,0
2024,1,8,1,30,0,0,0,-1.5,-0.6000000000000001,1021,93.56,289,2.7,0.15,0,0,0
2024,1,8,2,30,0,0,0,-1.7000000000000002,-0.9,1022,94.07000000000001,293,2.6,0.15,0,0,0
2024,1,8,3,30,0,0,0,-1.9000000000000001,-1.1,1023,94.21000000000001,296,2.5,0.15,0,0,0
2024,1,8,4,30,0,0,0,-2.1,-1.4000000000000001,1024,95.11,298,2.4000000000000004,0.15,0,0,0
2024,1,8,5,30,0,0,0,-2.2,-1.5,1025,94.68,304,2.4000000000000004,0.15,0,0,0
2024,1,8,6,30,0,0,0,-2.4000000000000004,-1.4000000000000001,1026,93.16,314,2.4000000000000004,0.15,0,0,0
2024,1,8,7,30,59,7,7,-2.3000000000000003,0.1,1027,83.84,324,2.7,0.15,7,59,7
2024,1,8,8,30,550,47,138,-0.8,2.4000000000000004,1028,79.34,328,2.9000000000000004,0.15,47,550,138
2024,1,8,9,30,15,147,152,0.4,4.5,1029,74.84,336,2.9000000000000004,0.15,64,755,295
2024,1,8,10,30,290,168,287,0.7000000000000001,6.1000000000000005,1029,68.14,349,2.8000000000000003,0.15,72,852,421
2024,1,8,11,30,545,163,419,0.4,7,1029,62.660000000000004,178,2.4000000000000004,0.15,77,884,492
2024,1,8,12,30,128,268,330,0.30000000000000004,7.6000000000000005,1028,59.910000000000004,2,1.7000000000000002,0.15,78,886,505
2024,1,8,13,30,777,95,441,0.2,8,1028,57.660000000000004,3,0.9,0.15,76,860,459
2024,1,8,14,30,798,69,358,-0.2,7.800000000000001,1028,56.82,80,0.4,0.15,69,798,358
2024,1,8,15,30,313,104,179,0.6000000000000001,6.800000000000001,1028,64.74,163,0.4,0.15,56,668,215
2024,1,8,16,30,363,30,60,-0.30000000000000004,5.1000000000000005,1028,67.94,161,0.7000000000000001,0.15,30,363,60
2024,1,8,17,30,0,0,0,-1.5,3.4000000000000004,1028,70.25,149,1.1,0.15,0,0,0
2024,1,8,18,30,0,0,0,-1.5,1.8,1028,78.82000000000001,149,1.4000000000000001,0.15,0,0,0
2024,1,8,19,30,0,0,0,-1.5,0.7000000000000001,1028,85.02,156,1.6,0.15,0,0,0
2024,1,8,20,30,0,0,0,-1.4000000000000001,0.2,1028,88.92,159,1.7000000000000002,0.15,0,0,0
2024,1,8,21,30,0,0,0,-1,0.1,1028,92.06,164,1.9000000000000001,0.15,0,0,0
2024,1,8,22,30,0,0,0,-0.4,0.4,1027,94.56,165,2,0.15,0,0,0
2024,1,8,23,30,0,0,0,0.2,0.6000000000000001,1026,97.06,159,2.1,0.15,0,0,0
2024,1,9,0,30,0,0,0,0.6000000000000001,0.8,1026,98.39,151,2.3000000000000003,0.15,0,0,0
2024,1,9,1,30,0,0,0,1.1,1.2000000000000002,1024,99.07000000000001,143,2.5,0.15,0,0,0
2024,1,9,2,30,0,0,0,1.4000000000000001,1.6,1024,98.78,138,2.6,0.15,0,0,0
2024,1,9,3,30,0,0,0,1.6,1.9000000000000001,1024,97.9,129,2.8000000000000003,0.15,0,0,0
2024,1,9,4,30,0,0,0,1.8,2.1,1023,97.55,116,3,0.15,0,0,0
2024,1,9,5,30,0,0,0,1.8,2.2,1023,96.92,109,3.3000000000000003,0.15,0,0,0
2024,1,9,6,30,0,0,0,1.7000000000000002,2.4000000000000004,1022,95.28,111,3.7,0.15,0,0,0
2024,1,9,7,30,0,4,4,1.9000000000000001,2.8000000000000003,1020,93.56,115,4.2,0.15,7,35,7
2024,1,9,8,30,0,9,9,2.5,3.7,1018,91.64,117,5,0.15,51,435,123
2024,1,9,9,30,0,11,11,3.5,5,1016,89.97,123,5.800000000000001,0.15,77,616,266
2024,1,9,10,30,0,12,12,4.9,6.7,1013,88.46000000000001,129,6.5,0.15,98,679,377
2024,1,9,11,30,0,21,21,6.6000000000000005,8.1,1010,90.04,133,6.9,0.15,113,696,441
2024,1,9,12,30,0,20,20,7.800000000000001,9.1,1007,91.29,135,7.4,0.15,120,683,451
2024,1,9,13,30,0,15,15,8.700000000000001,10,1003,91.54,135,8,0.15,122,631,404
2024,1,9,14,30,0,8,8,9.4,10.700000000000001,1000,91.52,135,8.4,0.15,114,534,309
2024,1,9,15,30,0,5,5,10,11.5,997,90.79,140,9.5,0.15,92,347,176
2024,1,9,16,30,8,40,41,10.9,12.4,994,90.5,146,10.600000000000001,0.15,38,68,44
2024,1,9,17,30,0,0,0,11.8,13.3,991,90.38,152,11,0.15,0,0,0
2024,1,9,18,30,0,0,0,12.700000000000001,14.100000000000001,989,91.45,158,10.3,0.15,0,0,0
2024,1,9,19,30,0,0,0,13.4,14.5,987,93.29,164,9.3,0.15,0,0,0
2024,1,9,20,30,0,0,0,14,14.9,985,94.57000000000001,178,7.5,0.15,0,0,0
2024,1,9,21,30,0,0,0,14.600000000000001,14.700000000000001,985,99.08,201,5.2,0.15,0,0,0
2024,1,9,22,30,0,0,0,14,14,985,100,229,4.7,0.15,0,0,0
2024,1,9,23,30,0,0,0,11.700000000000001,12.3,985,96.02,248,4.800000000000001,0.15,0,0,0
2024,1,10,0,30,0,0,0,9.200000000000001,10,986,95.02,252,3.8000000000000003,0.15,0,0,0
2024,1,10,1,30,0,0,0,7.5,8.1,987,96.32000000000001,251,3.2,0.15,0,0,0
2024,1,10,2,30,0,0,0,6,6.7,988,95.14,244,3.1,0.15,0,0,0
2024,1,10,3,30,0,0,0,4.6000000000000005,5.5,989,93.82000000000001,236,2.7,0.15,0,0,0
2024,1,10,4,30,0,0,0,3.8000000000000003,5,990,91.78,232,2.7,0.15,0,0,0
2024,1,10,5,30,0,0,0,3.8000000000000003,5.300000000000001,991,89.87,234,3.3000000000000003,0.15,0,0,0
2024,1,10,6,30,0,0,0,3.9000000000000004,5.6000000000000005,992,88.97,243,4.3,0.15,0,0,0
2024,1,10,7,30,51,7,7,3.2,5.7,993,83.87,252,5.300000000000001,0.15,8,67,8
2024,1,10,8,30,528,47,135,2.2,6.300000000000001,995,75.14,254,5.7,0.15,47,528,135
2024,1,10,9,30,559,92,264,1.3,7.300000000000001,996,65.85,253,6.1000000000000005,0.15,68,714,288
2024,1,10,10,30,159,160,226,0.5,8.3,997,57.800000000000004,251,6.800000000000001,0.15,80,796,408
2024,1,10,11,30,27,151,164,0.5,8.9,997,55.78,254,7.300000000000001,0.15,91,822,480
2024,1,10,12,30,0,69,69,0.7000000000000001,9.200000000000001,998,55.49,259,7.2,0.15,97,817,494
2024,1,10,13,30,4,125,127,0.7000000000000001,9,999,56.21,264,6.7,0.15,94,791,450
2024,1,10,14,30,31,158,169,0.7000000000000001,8.5,1001,58.04,267,5.9,0.15,82,741,354
2024,1,10,15,30,35,104,113,0.9,7.300000000000001,1002,63.61,268,4.9,0.15,62,626,215
2024,1,10,16,30,45,31,35,1.2000000000000002,5.7,1004,72.72,270,4,0.15,33,340,63
2024,1,10,17,30,0,0,0,1,4.5,1005,78.15,272,3.6,0.15,0,0,0
2024,1,10,18,30,0,0,0,0.9,3.8000000000000003,1006,81.3,274,3.4000000000000004,0.15,0,0,0
2024,1,10,19,30,0,0,0,0.8,3.2,1007,84.03,277,3.2,0.15,0,0,0
2024,1,10,20,30,0,0,0,0.5,2.5,1007,86.92,277,2.8000000000000003,0.15,0,0,0
2024,1,10,21,30,0,0,0,0.2,1.8,1008,89.37,274,2.4000000000000004,0.15,0,0,0
2024,1,10,22,30,0,0,0,-0.1,1.1,1008,91.60000000000001,267,2.2,0.15,0,0,0
2024,1,10,23,30,0,0,0,-0.5,0.5,1009,92.91,261,2.1,0.15,0,0,0
2024,1,11,0,30,0,0,0,-0.8,0,1009,94.23,258,2.1,0.15,0,0,0
2024,1,11,1,30,0,0,0,-1.1,-0.4,1010,95.03,256,2.1,0.15,0,0,0
2024,1,11,2,30,0,0,0,-1.4000000000000001,-0.7000000000000001,1010,95.03,256,2,0.15,0,0,0
2024,1,11,3,30,0,0,0,-1.7000000000000002,-1,1010,94.95,257,1.8,0.15,0,0,0
